pid,gid,1fuel_gas,1fuel_elec_foss,1fuel_elec_renew,2access,3chargtime,4drivrange,5fuelcost,6price,choice
75,300,1,0,0,100,15,500,1.03,412190,0
75,300,0,0,1,70,15,300,0.52,257619,1
75,300,1,0,0,40,60,500,0.52,373584,0
75,300,0,1,0,40,15,200,1.29,257619,0
76,301,0,1,0,100,60,500,0.26,257619,0
76,301,0,0,1,10,15,200,0.26,373584,0
76,301,0,0,1,70,60,200,1.29,412190,1
76,301,0,1,0,70,40,200,1.03,373584,0
76,302,1,0,0,100,240,200,0.52,257619,0
76,302,0,0,1,100,40,300,1.29,373584,1
76,302,1,0,0,10,60,300,1.03,257619,0
76,302,0,1,0,10,240,300,0.52,412190,0
76,303,0,0,1,40,240,500,1.03,257619,0
76,303,1,0,0,40,40,300,0.26,412190,0
76,303,1,0,0,70,240,500,1.29,373584,1
76,303,0,0,1,10,60,500,0.52,257619,0
76,304,1,0,0,100,15,500,1.03,412190,0
76,304,0,0,1,70,15,300,0.52,257619,1
76,304,1,0,0,40,60,500,0.52,373584,0
76,304,0,1,0,40,15,200,1.29,257619,0
77,305,0,1,0,100,60,500,0.26,257619,0
77,305,0,0,1,10,15,200,0.26,373584,1
77,305,0,0,1,70,60,200,1.29,412190,0
77,305,0,1,0,70,40,200,1.03,373584,0
77,306,1,0,0,100,240,200,0.52,257619,0
77,306,0,0,1,100,40,300,1.29,373584,1
77,306,1,0,0,10,60,300,1.03,257619,0
77,306,0,1,0,10,240,300,0.52,412190,0
77,307,0,0,1,40,240,500,1.03,257619,0
77,307,1,0,0,40,40,300,0.26,412190,1
77,307,1,0,0,70,240,500,1.29,373584,0
77,307,0,0,1,10,60,500,0.52,257619,0
77,308,1,0,0,100,15,500,1.03,412190,1
77,308,0,0,1,70,15,300,0.52,257619,0
77,308,1,0,0,40,60,500,0.52,373584,0
77,308,0,1,0,40,15,200,1.29,257619,0
78,309,0,1,0,100,60,500,0.26,257619,1
78,309,0,0,1,10,15,200,0.26,373584,0
78,309,0,0,1,70,60,200,1.29,412190,0
78,309,0,1,0,70,40,200,1.03,373584,0
78,310,1,0,0,100,240,200,0.52,257619,0
78,310,0,0,1,100,40,300,1.29,373584,1
78,310,1,0,0,10,60,300,1.03,257619,0
78,310,0,1,0,10,240,300,0.52,412190,0
78,311,0,0,1,40,240,500,1.03,257619,0
78,311,1,0,0,40,40,300,0.26,412190,0
78,311,1,0,0,70,240,500,1.29,373584,1
78,311,0,0,1,10,60,500,0.52,257619,0
78,312,1,0,0,100,15,500,1.03,412190,0
78,312,0,0,1,70,15,300,0.52,257619,0
78,312,1,0,0,40,60,500,0.52,373584,0
78,312,0,1,0,40,15,200,1.29,257619,1
79,313,0,1,0,100,60,500,0.26,257619,0
79,313,0,0,1,10,15,200,0.26,373584,1
79,313,0,0,1,70,60,200,1.29,412190,0
79,313,0,1,0,70,40,200,1.03,373584,0
79,314,1,0,0,100,240,200,0.52,257619,0
79,314,0,0,1,100,40,300,1.29,373584,1
79,314,1,0,0,10,60,300,1.03,257619,0
79,314,0,1,0,10,240,300,0.52,412190,0
79,315,0,0,1,40,240,500,1.03,257619,0
79,315,1,0,0,40,40,300,0.26,412190,0
79,315,1,0,0,70,240,500,1.29,373584,1
79,315,0,0,1,10,60,500,0.52,257619,0
79,316,1,0,0,100,15,500,1.03,412190,0
79,316,0,0,1,70,15,300,0.52,257619,0
79,316,1,0,0,40,60,500,0.52,373584,1
79,316,0,1,0,40,15,200,1.29,257619,0
80,317,0,1,0,100,60,500,0.26,257619,1
80,317,0,0,1,10,15,200,0.26,373584,0
80,317,0,0,1,70,60,200,1.29,412190,0
80,317,0,1,0,70,40,200,1.03,373584,0
80,318,1,0,0,100,240,200,0.52,257619,1
80,318,0,0,1,100,40,300,1.29,373584,0
80,318,1,0,0,10,60,300,1.03,257619,0
80,318,0,1,0,10,240,300,0.52,412190,0
80,319,0,0,1,40,240,500,1.03,257619,0
80,319,1,0,0,40,40,300,0.26,412190,0
80,319,1,0,0,70,240,500,1.29,373584,1
80,319,0,0,1,10,60,500,0.52,257619,0
80,320,1,0,0,100,15,500,1.03,412190,0
80,320,0,0,1,70,15,300,0.52,257619,1
80,320,1,0,0,40,60,500,0.52,373584,0
80,320,0,1,0,40,15,200,1.29,257619,0
81,321,0,1,0,100,60,500,0.26,257619,1
81,321,0,0,1,10,15,200,0.26,373584,0
81,321,0,0,1,70,60,200,1.29,412190,0
81,321,0,1,0,70,40,200,1.03,373584,0
81,322,1,0,0,100,240,200,0.52,257619,0
81,322,0,0,1,100,40,300,1.29,373584,1
81,322,1,0,0,10,60,300,1.03,257619,0
81,322,0,1,0,10,240,300,0.52,412190,0
81,323,0,0,1,40,240,500,1.03,257619,1
81,323,1,0,0,40,40,300,0.26,412190,0
81,323,1,0,0,70,240,500,1.29,373584,0
81,323,0,0,1,10,60,500,0.52,257619,0
81,324,1,0,0,100,15,500,1.03,412190,1
81,324,0,0,1,70,15,300,0.52,257619,0
81,324,1,0,0,40,60,500,0.52,373584,0
81,324,0,1,0,40,15,200,1.29,257619,0
82,325,0,1,0,100,60,500,0.26,257619,1
82,325,0,0,1,10,15,200,0.26,373584,0
82,325,0,0,1,70,60,200,1.29,412190,0
82,325,0,1,0,70,40,200,1.03,373584,0
82,326,1,0,0,100,240,200,0.52,257619,0
82,326,0,0,1,100,40,300,1.29,373584,1
82,326,1,0,0,10,60,300,1.03,257619,0
82,326,0,1,0,10,240,300,0.52,412190,0
82,327,0,0,1,40,240,500,1.03,257619,0
82,327,1,0,0,40,40,300,0.26,412190,0
82,327,1,0,0,70,240,500,1.29,373584,0
82,327,0,0,1,10,60,500,0.52,257619,1
82,328,1,0,0,100,15,500,1.03,412190,0
82,328,0,0,1,70,15,300,0.52,257619,0
82,328,1,0,0,40,60,500,0.52,373584,0
82,328,0,1,0,40,15,200,1.29,257619,1
83,329,0,1,0,100,60,500,0.26,257619,0
83,329,0,0,1,10,15,200,0.26,373584,1
83,329,0,0,1,70,60,200,1.29,412190,0
83,329,0,1,0,70,40,200,1.03,373584,0
83,330,1,0,0,100,240,200,0.52,257619,1
83,330,0,0,1,100,40,300,1.29,373584,0
83,330,1,0,0,10,60,300,1.03,257619,0
83,330,0,1,0,10,240,300,0.52,412190,0
83,331,0,0,1,40,240,500,1.03,257619,1
83,331,1,0,0,40,40,300,0.26,412190,0
83,331,1,0,0,70,240,500,1.29,373584,0
83,331,0,0,1,10,60,500,0.52,257619,0
83,332,1,0,0,100,15,500,1.03,412190,0
83,332,0,0,1,70,15,300,0.52,257619,1
83,332,1,0,0,40,60,500,0.52,373584,0
83,332,0,1,0,40,15,200,1.29,257619,0
84,333,0,1,0,100,60,500,0.26,257619,0
84,333,0,0,1,10,15,200,0.26,373584,0
84,333,0,0,1,70,60,200,1.29,412190,1
84,333,0,1,0,70,40,200,1.03,373584,0
84,334,1,0,0,100,240,200,0.52,257619,0
84,334,0,0,1,100,40,300,1.29,373584,1
84,334,1,0,0,10,60,300,1.03,257619,0
84,334,0,1,0,10,240,300,0.52,412190,0
84,335,0,0,1,40,240,500,1.03,257619,1
84,335,1,0,0,40,40,300,0.26,412190,0
84,335,1,0,0,70,240,500,1.29,373584,0
84,335,0,0,1,10,60,500,0.52,257619,0
84,336,1,0,0,100,15,500,1.03,412190,0
84,336,0,0,1,70,15,300,0.52,257619,1
84,336,1,0,0,40,60,500,0.52,373584,0
84,336,0,1,0,40,15,200,1.29,257619,0
85,337,0,1,0,100,60,500,0.26,257619,0
85,337,0,0,1,10,15,200,0.26,373584,1
85,337,0,0,1,70,60,200,1.29,412190,0
85,337,0,1,0,70,40,200,1.03,373584,0
85,338,1,0,0,100,240,200,0.52,257619,1
85,338,0,0,1,100,40,300,1.29,373584,0
85,338,1,0,0,10,60,300,1.03,257619,0
85,338,0,1,0,10,240,300,0.52,412190,0
85,339,0,0,1,40,240,500,1.03,257619,1
85,339,1,0,0,40,40,300,0.26,412190,0
85,339,1,0,0,70,240,500,1.29,373584,0
85,339,0,0,1,10,60,500,0.52,257619,0
85,340,1,0,0,100,15,500,1.03,412190,0
85,340,0,0,1,70,15,300,0.52,257619,1
85,340,1,0,0,40,60,500,0.52,373584,0
85,340,0,1,0,40,15,200,1.29,257619,0
86,341,0,1,0,100,60,500,0.26,257619,0
86,341,0,0,1,10,15,200,0.26,373584,0
86,341,0,0,1,70,60,200,1.29,412190,1
86,341,0,1,0,70,40,200,1.03,373584,0
86,342,1,0,0,100,240,200,0.52,257619,0
86,342,0,0,1,100,40,300,1.29,373584,1
86,342,1,0,0,10,60,300,1.03,257619,0
86,342,0,1,0,10,240,300,0.52,412190,0
86,343,0,0,1,40,240,500,1.03,257619,1
86,343,1,0,0,40,40,300,0.26,412190,0
86,343,1,0,0,70,240,500,1.29,373584,0
86,343,0,0,1,10,60,500,0.52,257619,0
86,344,1,0,0,100,15,500,1.03,412190,0
86,344,0,0,1,70,15,300,0.52,257619,1
86,344,1,0,0,40,60,500,0.52,373584,0
86,344,0,1,0,40,15,200,1.29,257619,0
87,345,0,1,0,100,60,500,0.26,257619,1
87,345,0,0,1,10,15,200,0.26,373584,0
87,345,0,0,1,70,60,200,1.29,412190,0
87,345,0,1,0,70,40,200,1.03,373584,0
87,346,1,0,0,100,240,200,0.52,257619,1
87,346,0,0,1,100,40,300,1.29,373584,0
87,346,1,0,0,10,60,300,1.03,257619,0
87,346,0,1,0,10,240,300,0.52,412190,0
87,347,0,0,1,40,240,500,1.03,257619,0
87,347,1,0,0,40,40,300,0.26,412190,0
87,347,1,0,0,70,240,500,1.29,373584,0
87,347,0,0,1,10,60,500,0.52,257619,1
87,348,1,0,0,100,15,500,1.03,412190,0
87,348,0,0,1,70,15,300,0.52,257619,1
87,348,1,0,0,40,60,500,0.52,373584,0
87,348,0,1,0,40,15,200,1.29,257619,0
88,349,0,1,0,100,60,500,0.26,257619,1
88,349,0,0,1,10,15,200,0.26,373584,0
88,349,0,0,1,70,60,200,1.29,412190,0
88,349,0,1,0,70,40,200,1.03,373584,0
88,350,1,0,0,100,240,200,0.52,257619,0
88,350,0,0,1,100,40,300,1.29,373584,1
88,350,1,0,0,10,60,300,1.03,257619,0
88,350,0,1,0,10,240,300,0.52,412190,0
88,351,0,0,1,40,240,500,1.03,257619,0
88,351,1,0,0,40,40,300,0.26,412190,0
88,351,1,0,0,70,240,500,1.29,373584,1
88,351,0,0,1,10,60,500,0.52,257619,0
88,352,1,0,0,100,15,500,1.03,412190,0
88,352,0,0,1,70,15,300,0.52,257619,1
88,352,1,0,0,40,60,500,0.52,373584,0
88,352,0,1,0,40,15,200,1.29,257619,0
89,353,0,1,0,100,60,500,0.26,257619,1
89,353,0,0,1,10,15,200,0.26,373584,0
89,353,0,0,1,70,60,200,1.29,412190,0
89,353,0,1,0,70,40,200,1.03,373584,0
89,354,1,0,0,100,240,200,0.52,257619,1
89,354,0,0,1,100,40,300,1.29,373584,0
89,354,1,0,0,10,60,300,1.03,257619,0
89,354,0,1,0,10,240,300,0.52,412190,0
89,355,0,0,1,40,240,500,1.03,257619,1
89,355,1,0,0,40,40,300,0.26,412190,0
89,355,1,0,0,70,240,500,1.29,373584,0
89,355,0,0,1,10,60,500,0.52,257619,0
89,356,1,0,0,100,15,500,1.03,412190,0
89,356,0,0,1,70,15,300,0.52,257619,1
89,356,1,0,0,40,60,500,0.52,373584,0
89,356,0,1,0,40,15,200,1.29,257619,0
90,357,0,1,0,100,60,500,0.26,257619,0
90,357,0,0,1,10,15,200,0.26,373584,1
90,357,0,0,1,70,60,200,1.29,412190,0
90,357,0,1,0,70,40,200,1.03,373584,0
90,358,1,0,0,100,240,200,0.52,257619,0
90,358,0,0,1,100,40,300,1.29,373584,1
90,358,1,0,0,10,60,300,1.03,257619,0
90,358,0,1,0,10,240,300,0.52,412190,0
90,359,0,0,1,40,240,500,1.03,257619,0
90,359,1,0,0,40,40,300,0.26,412190,0
90,359,1,0,0,70,240,500,1.29,373584,1
90,359,0,0,1,10,60,500,0.52,257619,0
90,360,1,0,0,100,15,500,1.03,412190,1
90,360,0,0,1,70,15,300,0.52,257619,0
90,360,1,0,0,40,60,500,0.52,373584,0
90,360,0,1,0,40,15,200,1.29,257619,0
91,361,0,1,0,100,60,500,0.26,257619,0
91,361,0,0,1,10,15,200,0.26,373584,0
91,361,0,0,1,70,60,200,1.29,412190,1
91,361,0,1,0,70,40,200,1.03,373584,0
91,362,1,0,0,100,240,200,0.52,257619,0
91,362,0,0,1,100,40,300,1.29,373584,1
91,362,1,0,0,10,60,300,1.03,257619,0
91,362,0,1,0,10,240,300,0.52,412190,0
91,363,0,0,1,40,240,500,1.03,257619,1
91,363,1,0,0,40,40,300,0.26,412190,0
91,363,1,0,0,70,240,500,1.29,373584,0
91,363,0,0,1,10,60,500,0.52,257619,0
91,364,1,0,0,100,15,500,1.03,412190,0
91,364,0,0,1,70,15,300,0.52,257619,1
91,364,1,0,0,40,60,500,0.52,373584,0
91,364,0,1,0,40,15,200,1.29,257619,0
92,365,0,1,0,100,60,500,0.26,257619,0
92,365,0,0,1,10,15,200,0.26,373584,0
92,365,0,0,1,70,60,200,1.29,412190,0
92,365,0,1,0,70,40,200,1.03,373584,1
92,366,1,0,0,100,240,200,0.52,257619,0
92,366,0,0,1,100,40,300,1.29,373584,1
92,366,1,0,0,10,60,300,1.03,257619,0
92,366,0,1,0,10,240,300,0.52,412190,0
92,367,0,0,1,40,240,500,1.03,257619,0
92,367,1,0,0,40,40,300,0.26,412190,1
92,367,1,0,0,70,240,500,1.29,373584,0
92,367,0,0,1,10,60,500,0.52,257619,0
92,368,1,0,0,100,15,500,1.03,412190,0
92,368,0,0,1,70,15,300,0.52,257619,1
92,368,1,0,0,40,60,500,0.52,373584,0
92,368,0,1,0,40,15,200,1.29,257619,0
93,369,0,1,0,100,60,500,0.26,257619,0
93,369,0,0,1,10,15,200,0.26,373584,1
93,369,0,0,1,70,60,200,1.29,412190,0
93,369,0,1,0,70,40,200,1.03,373584,0
93,370,1,0,0,100,240,200,0.52,257619,0
93,370,0,0,1,100,40,300,1.29,373584,1
93,370,1,0,0,10,60,300,1.03,257619,0
93,370,0,1,0,10,240,300,0.52,412190,0
93,371,0,0,1,40,240,500,1.03,257619,0
93,371,1,0,0,40,40,300,0.26,412190,1
93,371,1,0,0,70,240,500,1.29,373584,0
93,371,0,0,1,10,60,500,0.52,257619,0
93,372,1,0,0,100,15,500,1.03,412190,0
93,372,0,0,1,70,15,300,0.52,257619,1
93,372,1,0,0,40,60,500,0.52,373584,0
93,372,0,1,0,40,15,200,1.29,257619,0
94,373,0,1,0,100,60,500,0.26,257619,1
94,373,0,0,1,10,15,200,0.26,373584,0
94,373,0,0,1,70,60,200,1.29,412190,0
94,373,0,1,0,70,40,200,1.03,373584,0
94,374,1,0,0,100,240,200,0.52,257619,1
94,374,0,0,1,100,40,300,1.29,373584,0
94,374,1,0,0,10,60,300,1.03,257619,0
94,374,0,1,0,10,240,300,0.52,412190,0
94,375,0,0,1,40,240,500,1.03,257619,1
94,375,1,0,0,40,40,300,0.26,412190,0
94,375,1,0,0,70,240,500,1.29,373584,0
94,375,0,0,1,10,60,500,0.52,257619,0
94,376,1,0,0,100,15,500,1.03,412190,0
94,376,0,0,1,70,15,300,0.52,257619,1
94,376,1,0,0,40,60,500,0.52,373584,0
94,376,0,1,0,40,15,200,1.29,257619,0
95,377,0,1,0,100,60,500,0.26,257619,1
95,377,0,0,1,10,15,200,0.26,373584,0
95,377,0,0,1,70,60,200,1.29,412190,0
95,377,0,1,0,70,40,200,1.03,373584,0
95,378,1,0,0,100,240,200,0.52,257619,0
95,378,0,0,1,100,40,300,1.29,373584,0
95,378,1,0,0,10,60,300,1.03,257619,1
95,378,0,1,0,10,240,300,0.52,412190,0
95,379,0,0,1,40,240,500,1.03,257619,0
95,379,1,0,0,40,40,300,0.26,412190,0
95,379,1,0,0,70,240,500,1.29,373584,0
95,379,0,0,1,10,60,500,0.52,257619,1
95,380,1,0,0,100,15,500,1.03,412190,0
95,380,0,0,1,70,15,300,0.52,257619,0
95,380,1,0,0,40,60,500,0.52,373584,1
95,380,0,1,0,40,15,200,1.29,257619,0
96,381,0,1,0,100,60,500,0.26,257619,0
96,381,0,0,1,10,15,200,0.26,373584,1
96,381,0,0,1,70,60,200,1.29,412190,0
96,381,0,1,0,70,40,200,1.03,373584,0
96,382,1,0,0,100,240,200,0.52,257619,0
96,382,0,0,1,100,40,300,1.29,373584,1
96,382,1,0,0,10,60,300,1.03,257619,0
96,382,0,1,0,10,240,300,0.52,412190,0
96,383,0,0,1,40,240,500,1.03,257619,0
96,383,1,0,0,40,40,300,0.26,412190,1
96,383,1,0,0,70,240,500,1.29,373584,0
96,383,0,0,1,10,60,500,0.52,257619,0
96,384,1,0,0,100,15,500,1.03,412190,1
96,384,0,0,1,70,15,300,0.52,257619,0
96,384,1,0,0,40,60,500,0.52,373584,0
96,384,0,1,0,40,15,200,1.29,257619,0
97,385,0,1,0,100,60,500,0.26,257619,0
97,385,0,0,1,10,15,200,0.26,373584,1
97,385,0,0,1,70,60,200,1.29,412190,0
97,385,0,1,0,70,40,200,1.03,373584,0
97,386,1,0,0,100,240,200,0.52,257619,0
97,386,0,0,1,100,40,300,1.29,373584,1
97,386,1,0,0,10,60,300,1.03,257619,0
97,386,0,1,0,10,240,300,0.52,412190,0
97,387,0,0,1,40,240,500,1.03,257619,0
97,387,1,0,0,40,40,300,0.26,412190,1
97,387,1,0,0,70,240,500,1.29,373584,0
97,387,0,0,1,10,60,500,0.52,257619,0
97,388,1,0,0,100,15,500,1.03,412190,1
97,388,0,0,1,70,15,300,0.52,257619,0
97,388,1,0,0,40,60,500,0.52,373584,0
97,388,0,1,0,40,15,200,1.29,257619,0
98,389,0,1,0,100,60,500,0.26,257619,0
98,389,0,0,1,10,15,200,0.26,373584,1
98,389,0,0,1,70,60,200,1.29,412190,0
98,389,0,1,0,70,40,200,1.03,373584,0
98,390,1,0,0,100,240,200,0.52,257619,0
98,390,0,0,1,100,40,300,1.29,373584,1
98,390,1,0,0,10,60,300,1.03,257619,0
98,390,0,1,0,10,240,300,0.52,412190,0
98,391,0,0,1,40,240,500,1.03,257619,0
98,391,1,0,0,40,40,300,0.26,412190,0
98,391,1,0,0,70,240,500,1.29,373584,0
98,391,0,0,1,10,60,500,0.52,257619,1
98,392,1,0,0,100,15,500,1.03,412190,0
98,392,0,0,1,70,15,300,0.52,257619,1
98,392,1,0,0,40,60,500,0.52,373584,0
98,392,0,1,0,40,15,200,1.29,257619,0
99,393,0,1,0,100,60,500,0.26,257619,1
99,393,0,0,1,10,15,200,0.26,373584,0
99,393,0,0,1,70,60,200,1.29,412190,0
99,393,0,1,0,70,40,200,1.03,373584,0
99,394,1,0,0,100,240,200,0.52,257619,1
99,394,0,0,1,100,40,300,1.29,373584,0
99,394,1,0,0,10,60,300,1.03,257619,0
99,394,0,1,0,10,240,300,0.52,412190,0
99,395,0,0,1,40,240,500,1.03,257619,1
99,395,1,0,0,40,40,300,0.26,412190,0
99,395,1,0,0,70,240,500,1.29,373584,0
99,395,0,0,1,10,60,500,0.52,257619,0
99,396,1,0,0,100,15,500,1.03,412190,1
99,396,0,0,1,70,15,300,0.52,257619,0
99,396,1,0,0,40,60,500,0.52,373584,0
99,396,0,1,0,40,15,200,1.29,257619,0
100,397,0,1,0,100,60,500,0.26,257619,1
100,397,0,0,1,10,15,200,0.26,373584,0
100,397,0,0,1,70,60,200,1.29,412190,0
100,397,0,1,0,70,40,200,1.03,373584,0
100,398,1,0,0,100,240,200,0.52,257619,0
100,398,0,0,1,100,40,300,1.29,373584,0
100,398,1,0,0,10,60,300,1.03,257619,0
100,398,0,1,0,10,240,300,0.52,412190,1
100,399,0,0,1,40,240,500,1.03,257619,0
100,399,1,0,0,40,40,300,0.26,412190,0
100,399,1,0,0,70,240,500,1.29,373584,0
100,399,0,0,1,10,60,500,0.52,257619,1
100,400,1,0,0,100,15,500,1.03,412190,0
100,400,0,0,1,70,15,300,0.52,257619,0
100,400,1,0,0,40,60,500,0.52,373584,1
100,400,0,1,0,40,15,200,1.29,257619,0
101,401,0,1,0,100,60,500,0.26,257619,1
101,401,0,0,1,10,15,200,0.26,373584,0
101,401,0,0,1,70,60,200,1.29,412190,0
101,401,0,1,0,70,40,200,1.03,373584,0
101,402,1,0,0,100,240,200,0.52,257619,0
101,402,0,0,1,100,40,300,1.29,373584,1
101,402,1,0,0,10,60,300,1.03,257619,0
101,402,0,1,0,10,240,300,0.52,412190,0
101,403,0,0,1,40,240,500,1.03,257619,0
101,403,1,0,0,40,40,300,0.26,412190,1
101,403,1,0,0,70,240,500,1.29,373584,0
101,403,0,0,1,10,60,500,0.52,257619,0
101,404,1,0,0,100,15,500,1.03,412190,0
101,404,0,0,1,70,15,300,0.52,257619,1
101,404,1,0,0,40,60,500,0.52,373584,0
101,404,0,1,0,40,15,200,1.29,257619,0
102,405,0,1,0,100,60,500,0.26,257619,1
102,405,0,0,1,10,15,200,0.26,373584,0
102,405,0,0,1,70,60,200,1.29,412190,0
102,405,0,1,0,70,40,200,1.03,373584,0
102,406,1,0,0,100,240,200,0.52,257619,1
102,406,0,0,1,100,40,300,1.29,373584,0
102,406,1,0,0,10,60,300,1.03,257619,0
102,406,0,1,0,10,240,300,0.52,412190,0
102,407,0,0,1,40,240,500,1.03,257619,0
102,407,1,0,0,40,40,300,0.26,412190,0
102,407,1,0,0,70,240,500,1.29,373584,1
102,407,0,0,1,10,60,500,0.52,257619,0
102,408,1,0,0,100,15,500,1.03,412190,0
102,408,0,0,1,70,15,300,0.52,257619,1
102,408,1,0,0,40,60,500,0.52,373584,0
102,408,0,1,0,40,15,200,1.29,257619,0
103,409,0,1,0,100,60,500,0.26,257619,1
103,409,0,0,1,10,15,200,0.26,373584,0
103,409,0,0,1,70,60,200,1.29,412190,0
103,409,0,1,0,70,40,200,1.03,373584,0
103,410,1,0,0,100,240,200,0.52,257619,0
103,410,0,0,1,100,40,300,1.29,373584,1
103,410,1,0,0,10,60,300,1.03,257619,0
103,410,0,1,0,10,240,300,0.52,412190,0
103,411,0,0,1,40,240,500,1.03,257619,0
103,411,1,0,0,40,40,300,0.26,412190,0
103,411,1,0,0,70,240,500,1.29,373584,0
103,411,0,0,1,10,60,500,0.52,257619,1
103,412,1,0,0,100,15,500,1.03,412190,0
103,412,0,0,1,70,15,300,0.52,257619,1
103,412,1,0,0,40,60,500,0.52,373584,0
103,412,0,1,0,40,15,200,1.29,257619,0
104,413,0,1,0,100,60,500,0.26,257619,1
104,413,0,0,1,10,15,200,0.26,373584,0
104,413,0,0,1,70,60,200,1.29,412190,0
104,413,0,1,0,70,40,200,1.03,373584,0
104,414,1,0,0,100,240,200,0.52,257619,0
104,414,0,0,1,100,40,300,1.29,373584,0
104,414,1,0,0,10,60,300,1.03,257619,1
104,414,0,1,0,10,240,300,0.52,412190,0
104,415,0,0,1,40,240,500,1.03,257619,0
104,415,1,0,0,40,40,300,0.26,412190,0
104,415,1,0,0,70,240,500,1.29,373584,0
104,415,0,0,1,10,60,500,0.52,257619,1
104,416,1,0,0,100,15,500,1.03,412190,0
104,416,0,0,1,70,15,300,0.52,257619,1
104,416,1,0,0,40,60,500,0.52,373584,0
104,416,0,1,0,40,15,200,1.29,257619,0
105,417,0,1,0,100,60,500,0.26,257619,1
105,417,0,0,1,10,15,200,0.26,373584,0
105,417,0,0,1,70,60,200,1.29,412190,0
105,417,0,1,0,70,40,200,1.03,373584,0
105,418,1,0,0,100,240,200,0.52,257619,0
105,418,0,0,1,100,40,300,1.29,373584,1
105,418,1,0,0,10,60,300,1.03,257619,0
105,418,0,1,0,10,240,300,0.52,412190,0
105,419,0,0,1,40,240,500,1.03,257619,1
105,419,1,0,0,40,40,300,0.26,412190,0
105,419,1,0,0,70,240,500,1.29,373584,0
105,419,0,0,1,10,60,500,0.52,257619,0
105,420,1,0,0,100,15,500,1.03,412190,0
105,420,0,0,1,70,15,300,0.52,257619,0
105,420,1,0,0,40,60,500,0.52,373584,0
105,420,0,1,0,40,15,200,1.29,257619,1
106,421,0,1,0,100,60,500,0.26,257619,0
106,421,0,0,1,10,15,200,0.26,373584,1
106,421,0,0,1,70,60,200,1.29,412190,0
106,421,0,1,0,70,40,200,1.03,373584,0
106,422,1,0,0,100,240,200,0.52,257619,1
106,422,0,0,1,100,40,300,1.29,373584,0
106,422,1,0,0,10,60,300,1.03,257619,0
106,422,0,1,0,10,240,300,0.52,412190,0
106,423,0,0,1,40,240,500,1.03,257619,1
106,423,1,0,0,40,40,300,0.26,412190,0
106,423,1,0,0,70,240,500,1.29,373584,0
106,423,0,0,1,10,60,500,0.52,257619,0
106,424,1,0,0,100,15,500,1.03,412190,0
106,424,0,0,1,70,15,300,0.52,257619,0
106,424,1,0,0,40,60,500,0.52,373584,1
106,424,0,1,0,40,15,200,1.29,257619,0
107,425,0,1,0,100,60,500,0.26,257619,0
107,425,0,0,1,10,15,200,0.26,373584,0
107,425,0,0,1,70,60,200,1.29,412190,1
107,425,0,1,0,70,40,200,1.03,373584,0
107,426,1,0,0,100,240,200,0.52,257619,0
107,426,0,0,1,100,40,300,1.29,373584,1
107,426,1,0,0,10,60,300,1.03,257619,0
107,426,0,1,0,10,240,300,0.52,412190,0
107,427,0,0,1,40,240,500,1.03,257619,1
107,427,1,0,0,40,40,300,0.26,412190,0
107,427,1,0,0,70,240,500,1.29,373584,0
107,427,0,0,1,10,60,500,0.52,257619,0
107,428,1,0,0,100,15,500,1.03,412190,1
107,428,0,0,1,70,15,300,0.52,257619,0
107,428,1,0,0,40,60,500,0.52,373584,0
107,428,0,1,0,40,15,200,1.29,257619,0
108,429,0,1,0,100,60,500,0.26,257619,1
108,429,0,0,1,10,15,200,0.26,373584,0
108,429,0,0,1,70,60,200,1.29,412190,0
108,429,0,1,0,70,40,200,1.03,373584,0
108,430,1,0,0,100,240,200,0.52,257619,0
108,430,0,0,1,100,40,300,1.29,373584,1
108,430,1,0,0,10,60,300,1.03,257619,0
108,430,0,1,0,10,240,300,0.52,412190,0
108,431,0,0,1,40,240,500,1.03,257619,1
108,431,1,0,0,40,40,300,0.26,412190,0
108,431,1,0,0,70,240,500,1.29,373584,0
108,431,0,0,1,10,60,500,0.52,257619,0
108,432,1,0,0,100,15,500,1.03,412190,0
108,432,0,0,1,70,15,300,0.52,257619,1
108,432,1,0,0,40,60,500,0.52,373584,0
108,432,0,1,0,40,15,200,1.29,257619,0
109,433,0,1,0,100,60,500,0.26,257619,0
109,433,0,0,1,10,15,200,0.26,373584,1
109,433,0,0,1,70,60,200,1.29,412190,0
109,433,0,1,0,70,40,200,1.03,373584,0
109,434,1,0,0,100,240,200,0.52,257619,1
109,434,0,0,1,100,40,300,1.29,373584,0
109,434,1,0,0,10,60,300,1.03,257619,0
109,434,0,1,0,10,240,300,0.52,412190,0
109,435,0,0,1,40,240,500,1.03,257619,0
109,435,1,0,0,40,40,300,0.26,412190,1
109,435,1,0,0,70,240,500,1.29,373584,0
109,435,0,0,1,10,60,500,0.52,257619,0
109,436,1,0,0,100,15,500,1.03,412190,0
109,436,0,0,1,70,15,300,0.52,257619,1
109,436,1,0,0,40,60,500,0.52,373584,0
109,436,0,1,0,40,15,200,1.29,257619,0
110,437,0,1,0,100,60,500,0.26,257619,1
110,437,0,0,1,10,15,200,0.26,373584,0
110,437,0,0,1,70,60,200,1.29,412190,0
110,437,0,1,0,70,40,200,1.03,373584,0
110,438,1,0,0,100,240,200,0.52,257619,0
110,438,0,0,1,100,40,300,1.29,373584,1
110,438,1,0,0,10,60,300,1.03,257619,0
110,438,0,1,0,10,240,300,0.52,412190,0
110,439,0,0,1,40,240,500,1.03,257619,0
